forum	mercatus
tantus	tam
tantus	tantopere
tantus	tantum
condicio	conditio
condicio	status
lacrima	collacrimatio
lacrima	fletus
lacrima	plangor
lacrima	comploratio
lacrima	ploratus
lacrima	planctus
lacrima	lamentum
lacrima	conquestus
votum	omen
votum	promissio
votum	sponsio
votum	promissum
votum	pollicitatio
votum	fides
votum	pollicitum
votum	sponsum
vicinus	vicina
vicinus	contiguus
vicinus	continens
vicinus	finitimus
vicinus	propinquus
vicinus	proximus
vicinus	continuus
vicinus	adiunctus
vicinus	appositus
vicinus	confinis
incendium	conflagratio
telum	hasta
telum	tragula
telum	cuspis
telum	hastile
telum	lancea
telum	contus
honestus	bonus
honestus	integer
honestus	probus
honestus	rectus
ex	de
ex	e
ex	a
orbis	corona
orbis	circulus
orbis	circus
orbis	cyclus
sine	absque
sine	extra
figura	facies
figura	forma
figura	species
figura	imago
figura	schema
figura	solidum
habitus	condicio
habitus	conditio
habitus	status
habitus	vestis
habitus	vestimentum
habitus	ornatus
rus	campi
rus	campus
rus	ager
tempestas	hiems
tempestas	procella
tempestas	nimbus
tempestas	fluctus
tempestas	perturbatio
tempestas	tempus
tempestas	aevum
tempestas	aetas
tempestas	dies
tempestas	spatium
tempestas	hora
obvius	pervius
obvius	patens
obvius	apertus
obvius	hiulcus
obvius	manifestus
is	ille
is	hic
is	quidam
is	talis
scelus	crimen
cornu	lituus
cornu	bucina
periculum	periclitatio
periculum	experimentum
periculum	lis
periculum	iudicium
pauper	inops
pauper	indigens
pauper	egenus
pauper	sordidus
pauper	tenuis
pauper	angustus
pauper	miser
do	dono
do	impertio
do	largior
do	offero
do	praebeo
do	perhibeo
do	porrigo
do	dedo
do	defero
turba	multitudo
turba	concursus
turba	frequentia
turba	globus
turba	agmen
senectus	vetustas
senectus	annositas
senectus	senium
limen	ianua
limen	ostium
sertum	corona
sertum	corolla
sertum	serta
nomino	appello
nomino	voco
nomino	nuncupo
nomino	denomino
nomino	creo
nomino	eligo
merx	commercium
ordo	series
ordo	gradus
ordo	numerus
caelestis	dius
caelestis	supernus
caelestis	caeruleus
caelestis	caeles
caelestis	deus
caelestis	divus
caelestis	numen
vel	aut
vel	sive
curia	senatus
praemium	remuneratio
praemium	meritum
virtus	fortitudo
virtus	probitas
virtus	decus
virtus	facultas
barbarus	barbaricus
auxilium	ops
auxilium	adiutor
auxilium	adiumentum
auxilium	praesidium
auxilium	subsidium
velum	carbasus
fero	adveho
fero	afficio
fero	gero
fero	perveho
fero	porto
fero	perfero
fero	perpetior
fero	suffero
fero	tolero
fero	sustineo
fero	subeo
thalamus	cubiculum
ad	apud
ad	in
ad	circa
murmur	obtrectatio
murmur	fremitus
murmur	murmuratio
hospes	hospita
hospes	diversor
hospes	adventor
somnium	insomnium
somnium	imago
ager	seges
ager	campus
ager	castra
ager	arvum
ager	terra
ager	tellus
ager	humus
ager	fundus
ager	solum
ager	praedium
ager	rus
ager	planities
ager	aequor
ager	planitia
ager	aequum
ager	porrectum
ager	regio
ager	fines
ager	territorium
quis	quispiam
impedio	vexo
impedio	claudo
impedio	includo
impedio	inhibeo
impedio	interpello
impedio	obsto
impedio	prohibeo
impedio	veto
sic	ita
voco	advoco
voco	appello
voco	arcesso
voco	clamo
voco	compello
voco	conclamo
voco	convoco
voco	devoco
voco	nomino
voco	cito
voco	imploro
voco	supplico
voco	posco
voco	precor
voco	invito
voco	provoco
voco	sollicito
voco	excito
voco	concito
voco	suscito
voco	denuntio
voco	impello
voco	incito
voco	irrito
voco	exstimulo
voco	cohortor
voco	adhortor
voco	admoneo
voco	hortor
voco	moneo
voco	suadeo
voco	adduco
voco	induco
voco	permoveo
voco	perpello
voco	allecto
voco	eligo
voco	nuncupo
voco	denomino
voco	attraho
voco	flagito
voco	peto
voco	quaero
voco	sciscitor
refero	perduco
refero	redigo
refero	reduco
refero	reveho
refero	reporto
refero	deporto
refero	regero
refero	excedo
refero	retrocedo
refero	refluo
refero	recedo
refero	regredior
refero	secedo
refero	restituo
refero	refundo
refero	do
refero	offero
refero	perhibeo
refero	praebeo
refero	porrigo
refero	ministro
refero	obicio
refero	confero
refero	persolvo
refero	solvo
refero	absolvo
refero	desolvo
refero	expendo
refero	dependo
refero	reddo
refero	rependo
refero	subscribo
refero	numero
refero	nuntio
refero	renuntio
refero	regenero
refero	exprimo
refero	repercutio
refero	resulto
refero	repono
refero	recordor
refero	reminiscor
refero	admoneo
refero	memoro
refero	enarro
refero	affero
refero	trado
refero	prodo
refero	replico
refero	respondeo
refero	recuso
refero	oppono
refero	exaequo
refero	accommodo
moror	commoror
moror	demoror
moror	retardo
moror	tardo
arx	oppidum
arx	castellum
igitur	tum
igitur	idcirco
igitur	inde
igitur	ergo
igitur	itaque
discrimen	divisio
discrimen	partitio
discrimen	seiunctio
discrimen	sectio
iudicium	iudicatio
iudicium	sententia
iudicium	iudicatum
iudicium	opinio
iudicium	interpretatio
iudicium	decretum
iudicium	consultum
venenum	virus
venenum	toxicum
venenum	veneficium
principium	origo
principium	semen
principium	caput
principium	exordium
principium	initium
principium	coeptus
principium	primordium
principium	exortus
principium	germen
nubes	nimbus
nubes	nebula
letum	nex
letum	mors
letum	decessus
letum	interitus
letum	obitus
letum	exitum
letum	fatum
letum	exstinctio
letum	exitium
letum	exitus
letum	defunctio
triumphus	victoria
idem	ipse
mortuus	exanimis
lucus	silva
lucus	saltus
lucus	nemus
via	iter
via	cursus
via	limes
via	meatus
via	itinerarium
minister	administrator
deliciae	voluptas
deliciae	oblectamentum
ita	sic
ita	certe
iustitia	aequitas
iustitia	aequum
iustitia	ius
pario	enitor
pario	parturio
locus	regio
locus	finis
locus	excerpta
ara	altare
ara	altaria
lex	norma
lex	mos
lex	ius
lex	fas
lex	formula
lex	praescriptum
rivus	torrens
rivus	fluentum
rivus	flumen
sinus	flexus
sinus	flexura
sinus	perfugium
sinus	refugium
sinus	suffugium
sinus	subsidium
sinus	ubera
sinus	gremium
sinus	uterum
finis	exitus
finis	terminus
finis	limes
finis	confinium
finis	termen
neque	haud
neque	minime
neque	non
de	a
de	ex
de	e
vates	vaticinator
vates	coniector
vates	augur
vates	haruspex
vates	divinator
vates	sortilegus
vates	fatidicus
vates	hariolus
vates	propheta
laus	laudatio
laus	praeconium
epulae	convivium
epulae	symposium
causa	fons
causa	origo
causa	principium
causa	radix
causa	lis
clamo	advoco
clamo	appello
clamo	arcesso
clamo	compello
clamo	conclamo
clamo	convoco
clamo	devoco
clamo	voco
clamo	accio
clamo	vociferor
clamo	vocifero
clamo	oblatro
animal	animalis
filius	natus
filius	liberi
filius	adulescens
filius	parvulus
filius	iuvenis
pectus	latus
sum	exsisto
sum	exto
sum	sto
sum	fio
sum	evenio
sum	accido
sepulcrum	bustum
sepulcrum	conditorium
sepulcrum	opertorium
sepulcrum	tumulus
tam	adeo
tam	ita
tam	tantum
dominus	dynastes
dominus	erus
dominus	dominator
dominus	regnator
membrum	artus
membrum	pars
nomen	praenomen
nomen	cognomen
nomen	genus
nomen	fama
nomen	debitum
nomen	debitio
nomen	debitus
pondus	onus
pondus	moles
pondus	momentum
accipio	excipio
accipio	recipio
accipio	percipio
accipio	accepto
accipio	capio
accipio	ascisco
accipio	suscipio
accipio	haurio
agricola	ruricola
agricola	rusticus
tenebrae	obscuritas
gratus	dulcis
gratus	iucundus
gratus	lenis
gratus	suavis
gratus	mellitus
magis	potius
magis	amplius
magis	diutius
hostis	inimicus
hostis	alienus
hostis	barbarus
hostis	contrarius
hostis	externus
gremium	sinus
ne	minime
ne	haud
bonus	honestus
bonus	integer
bonus	probus
bonus	rectus
bonus	opportunus
clades	dispersio
clades	eversio
clades	ruina
clades	interitus
clades	excidium
clades	exstinctio
obliviscor	oblittero
ops	facultas
ops	possibilitas
ops	potestas
materia	materies
materia	corpus
materia	silva
materia	argumentum
materia	res
materia	causa
morior	cado
morior	concido
morior	decedo
morior	intereo
morior	occido
morior	occumbo
morior	pereo
morior	obeo
morior	defungor
mater	genetrix
mater	parens
mater	procreatrix
aliquis	quispiam
caelum	aër
equus	caballus
crimen	scelus
crimen	sententia
crimen	pronuntiatum
crimen	accusatio
crimen	incusatio
crimen	insimulatio
labor	fluo
laboro	facio
laboro	operor
laboro	administro
laboro	nitor
laboro	contendo
laboro	obduro
laboro	perpetior
laboro	doleo
laboro	aegroto
laboro	excrucior
laboro	angor
furtum	latrocinium
furtum	direptio
gravis	gravatus
gravis	ponderosus
gravis	onerosus
gravis	serius
gravis	durus
gravis	severus
gravis	austerus
gravis	tetricus
gravis	onus
gravis	confertus
gravis	gravidus
gravis	plenus
gravis	refertus
gravis	oppressus
gravis	afflictus
gravis	illustris
gravis	locuples
gravis	carus
gravis	pretiosus
gravis	dives
gravis	atrox
gravis	cerebrosus
gravis	concitatus
gravis	ferus
gravis	magnus
gravis	vehemens
gravis	intentus
gravis	crudelis
gravis	dirus
gravis	molestus
gravis	difficilis
gravis	intolerandus
gravis	intolerabilis
gravis	taeter
gravis	fastidiosus
gravis	odiosus
gravis	aegrotus
gravis	celebratus
gravis	augustus
gravis	laboriosus
gravis	operosus
patria	domus
fames	ieiunium
fames	esuritio
fames	inedia
fames	aviditas
odor	fragrantia
vestigium	nota
vestigium	signum
vestigium	passus
ovis	ovillus
princeps	regulus
princeps	dux
luctus	maeror
culpa	noxa
culpa	crimen
culpa	vitium
culpa	causa
culpa	noxia
culpa	delictum
culpa	error
facies	vultus
facies	os
malum	incommodum
malum	morbus
malum	infortunium
malum	miseria
malum	fatum
malum	pernicies
malum	clades
malum	ruina
malum	accidens
malum	pestis
malum	noxa
malum	iactura
malum	labes
malum	damnum
malum	detrimentum
malum	impendium
malum	crimen
malum	delictum
malum	facinus
malum	scelus
malum	commissum
malum	flagitium
malum	malefactum
malum	maleficium
malum	culpa
malum	vitium
malum	noxia
malum	error
malum	poena
malum	piaculum
malum	punitio
malum	multa
malum	merces
malum	aegrotatio
malum	valetudo
malum	infirmitas
malum	labor
malum	dolor
malum	aegritudo
malum	aerumna
malum	afflictatio
malum	passio
malum	molimentum
malum	fatigatio
malum	opera
malum	fructus
malum	pomum
templum	aedes
templum	fanum
templum	sacrum
templum	sacellum
parens	genitor
parens	genetrix
parens	pater
parens	generator
parens	procreator
nam	enim
nam	namque
nam	etenim
passus	gradus
passus	gressus
passus	incessus
rupes	cos
rupes	petra
rupes	scopulus
rupes	silex
rupes	saxum
exemplum	exemplar
exemplum	paradigma
exemplum	specimen
exemplum	documentum
dico	aio
dico	appello
dico	for
dico	inquam
dico	loquor
dico	narro
reddo	efficio
reddo	restituo
reddo	redhibeo
reddo	retribuo
reddo	remitto
reddo	refundo
reddo	remuneror
reddo	respondeo
reddo	rependo
reddo	do
reddo	porrigo
reddo	praebeo
reddo	refero
reddo	committo
reddo	dedo
reddo	trado
reddo	commendo
reddo	merito
reddo	transfero
reddo	verto
reddo	interpretor
reddo	nuntio
reddo	effor
reddo	enuntio
reddo	commemoro
reddo	renuntio
reddo	edo
reddo	prodo
reddo	gemino
reddo	exprimo
reddo	repraesento
reddo	ago
reddo	effingo
reddo	imitor
reddo	informo
reddo	effigio
reddo	expromo
reddo	eiuro
reddo	reiecto
proles	stirps
proles	suboles
proles	liberi
proles	incrementum
proles	progenies
lis	iurgium
lis	altercatio
lis	litigium
humanus	mortalis
humanus	comis
devoveo	consecro
devoveo	dedico
puto	reputo
puto	opinor
puto	cogito
puto	arbitror
puto	duco
puto	reor
puto	iudico
puto	existimo
puto	mundo
puto	purgo
puto	purifico
pratum	pascua
pratum	gramen
ars	artificium
carcer	custodia
carcer	vincula
domus	tectum
domus	habitatio
domus	tugurium
domus	domicilium
domus	focus
domus	aedes
domus	sedes
domus	gens
domus	genus
domus	patria
domus	stirps
socius	consors
socius	sodalis
turbo	confundo
turbo	moveo
turbo	perturbo
turbo	conturbo
turbo	exturbo
turbo	obturbo
turbo	commoveo
turbo	sollicito
decus	honestas
decus	decor
decus	decorum
decus	forma
decus	species
decus	venustas
decus	speciositas
peto	postulo
peto	quaero
peto	reposco
peto	rogo
peto	deposco
peto	desidero
peto	posco
peto	sciscitor
peto	exquiro
peto	supplico
peto	oro
peto	exoro
ferrum	gladius
ferrum	telum
ferrum	arma
murus	paries
murus	moenia
domina	era
aut	sive
aut	vel
virgo	innuba
vincio	alligo
vincio	deligo
vincio	devincio
vincio	illigo
vincio	innecto
vincio	ligo
vincio	obligo
vincio	religo
vincio	revincio
vincio	subligo
vincio	destino
vincio	necto
vincio	teneo
vincio	coniugo
ira	bilis
ira	iracundia
ira	furor
plebs	vulgus
plebs	turba
plebs	multitudo
plebs	grex
plebs	populus
plebs	frequentia
plebs	globus
plebs	numerositas
plebs	caterva
plebs	conventus
lyra	cithara
lyra	fides
poeta	vates
poeta	versificator
fides	religio
fides	fiducia
sermo	allocutio
sermo	contio
sermo	oratio
sermo	sermocinatio
sermo	confabulatio
sermo	dictio
odium	simultas
odium	invidia
odium	inimicitia
odium	detestatio
spero	confido
spero	respicio
spero	exspecto
spero	suspicor
iter	peragratio
iter	peregrinatio
iter	excursio
iter	via
iter	cursus
iter	gressus
iter	ambulatio
si	ut
si	cum
si	etiamsi
species	genus
species	natio
species	forma
numerus	copia
numerus	mensura
numerus	modulus
numerus	rhythmus
aqua	liquor
accendo	incendo
accendo	inflammo
accendo	ardeo
accendo	exardesco
initium	inceptus
initium	principium
initium	exordium
frons	folium
frons	frondes
frons	coma
divinus	dius
divinus	divus
munus	officium
munus	ministerium
munus	munia
munus	debitum
munus	obligatio
munus	adactio
munus	necessitudo
pax	quies
pax	tranquillitas
rusticus	agrestis
rusticus	paganus
rusticus	vilicus
deus	numen
deus	caeles
pro	loco
pro	secundum
pro	causa
familia	gens
familia	genus
familia	progenies
familia	stirps
fraus	captio
fraus	dolus
fraus	fraudatio
irascor	suscenseo
amnis	fluvius
amnis	flumen
civis	oppidanus
civis	incola
civis	paganus
navis	carina
navis	pinus
navis	navigium
navis	cymba
navis	ratis
navis	inter
navis	scalmus
navis	navicula
otium	desidia
otium	inertia
otium	refectio
otium	requies
otium	quies
otium	remissio
otium	cessatio
otium	vacatio
quiesco	otior
quiesco	acquiesco
quiesco	conquiesco
quiesco	conniveo
quiesco	cubo
quiesco	dormio
quiesco	obdormio
copia	abundantia
copia	affluentia
copia	ubertas
terra	tellus
terra	mundus
terra	regio
terra	humus
terra	solum
terra	ager
terra	praedium
fax	taeda
fax	funale
fax	flamma
fax	lampas
seges	frux
seges	fruges
historia	memoria
nefas	impietas
nefas	sacrilegium
pars	portio
pars	membrum
pars	secta
significo	demonstro
significo	denoto
significo	indico
significo	monstro
significo	ostendo
dives	abundans
dives	affluens
dives	beatus
dives	copiosus
dives	dis
dives	felix
dives	largus
dives	locuples
dives	opulentus
dives	pecuniosus
dives	ditis
dives	opimus
bene	recte
bene	probe
bene	suaviter
bene	prospere
bene	opportune
bene	belle
bene	mature
bene	apte
bene	commode
bene	aeque
bene	iure
bene	merito
bene	iuste
bene	secunde
bene	indulgenter
bene	beate
bene	magnopere
bene	multo
bene	multum
bene	valde
bene	impense
bene	magni
bene	magno
numero	dinumero
numero	enumero
numero	adnumero
numero	computo
ego	ipse
dea	diva
sanguis	cruor
gloria	fama
gloria	laus
gloria	splendor
gloria	decus
gloria	claritudo
expedio	renodo
expedio	enodo
expedio	absolvo
expedio	dissolvo
expedio	persolvo
expedio	resolvo
nec	haud
nec	minime
nec	non
quies	tranquillitas
quies	serenitas
quies	otium
quies	somnus
quies	dormitio
quies	dormitatio
quies	sopor
iniuria	iniustitia
iniuria	iniquitas
iniuria	maledictum
iniuria	convicium
iniuria	probrum
iniuria	opprobrium
iniuria	contumelia
iniuria	offensa
iustus	aequus
iustus	dignus
iustus	rectus
iustus	legitimus
focus	caminus
ut	utcumque
ut	cum
ut	dumtaxat
ut	sicut
ut	velut
ut	quomodo
ut	tamquam
ut	quoniam
ut	utpote
aer	aër
aer	anima
aer	aura
aer	afflatus
aer	caelum
vultus	facies
vultus	os
custodia	tutela
custodia	praesidium
custodia	munimentum
ignis	focus
ignis	incendium
poculum	patera
poculum	scyphus
poculum	calix
poculum	cyathus
senatus	curia
mors	nex
mors	decessus
mors	interitus
mors	obitus
mors	exitum
mors	fatum
mors	letum
mors	exstinctio
mors	exitium
mors	exitus
mors	defunctio
mors	quies
pater	parens
pater	genitor
pater	conditor
pater	auctor
pater	creator
gratia	favor
gratia	ventus
gratia	beneficium
gratia	munus
gratia	studium
gratia	venia
gratia	inclinatio
gratia	officium
gratia	suffragium
nullus	inanis
nullus	irritus
parvus	exiguus
parvus	tenuis
parvus	pusillus
parvus	mediocris
parvus	humilis
parvus	brevis
parvus	artus
parvus	ieiunus
parvus	infrequens
parvus	modicus
parvus	pauper
parvus	rarus
parvus	vanus
parvus	contemnendus
parvus	paucus
parvus	concisus
parvus	curtus
parvus	tener
parvus	adulescens
parvus	parvulus
parvus	iuvenis
parvus	virens
parvus	novellus
parvus	lenis
parvus	submissus
parvus	debilis
parvus	fragilis
parvus	imbecillus
parvus	impotens
parvus	infirmus
parvus	invalidus
parvus	defectus
parvus	imbecillis
parvus	mollis
parvus	exilis
parvus	gracilis
parvus	enervis
parvus	raucus
parvus	modestus
memoro	commemoro
memoro	recordor
memoro	reminiscor
memoro	admoneo
memoro	commonefacio
gigno	genero
gigno	pario
gigno	procreo
gigno	produco
gigno	profero
gigno	edo
legatus	nuntius
legatus	viator
legatus	cursor
suus	proprius
fatum	necessitas
fatum	sors
fatum	fortuna
formosus	nitidus
formosus	pulcher
formosus	venustus
formosus	speciosus
formosus	bellus
formosus	amoenus
fidelis	fidus
fidelis	verus
insidiae	machina
multus	plures
multus	complures
multus	magnopere
multus	multo
multus	multum
multus	valde
multus	impense
multus	magni
multus	magno
victor	debellator
victor	domitor
victor	superior
victor	potitor
victor	expugnator
tergum	tergus
saltus	silva
saltus	nemus
saltus	lucus
non	haud
non	minime
fons	origo
fons	principium
fons	fontana
imber	pluvia
imber	nimbus
furor	impetus
furor	furia
furor	rabies
caput	testa
caput	persona
caput	cacumen
caput	culmen
caput	summum
caput	fastigium
caput	summitas
caput	extremitas
caput	cuspis
caput	acies
caput	initium
caput	principium
caput	exordium
caput	origo
caput	semen
caput	coeptus
caput	primordium
caput	causa
caput	radix
caput	stirps
caput	scaturigo
caput	fons
caput	ostium
caput	faux
caput	egressus
caput	imperator
caput	praefectus
caput	dux
caput	rector
caput	ductor
caput	ingenium
caput	intellectus
caput	mens
caput	ratio
caput	paragraphus
caput	epitoma
caput	periocha
caput	collectio
caput	consummatio
caput	pecunia
color	pigmentum
puer	infans
puer	puerulus
puer	liberi
puer	adolescens
bellum	pugna
bellum	conflictus
bellum	conflictio
bellum	contentio
tum	tunc
duco	adduco
duco	ago
duco	conduco
duco	deveho
duco	obduco
duco	traho
duco	sumo
duco	suscipio
duco	excipio
duco	recipio
duco	haurio
duco	imbibo
duco	absorbeo
duco	irretio
duco	seduco
duco	allicio
duco	attraho
duco	impello
duco	induco
duco	permoveo
duco	perpello
duco	protraho
duco	sollicito
duco	concito
duco	hortor
duco	incito
duco	irrito
duco	exstimulo
duco	perduco
duco	extraho
duco	continuo
duco	produco
duco	extendo
duco	proveho
duco	profero
duco	differo
duco	tardo
duco	procrastino
duco	exprimo
duco	colligo
duco	deduco
duco	iubeo
duco	mando
duco	praecipio
duco	praescribo
duco	rego
duco	existimo
duco	censeo
duco	puto
duco	aestimo
duco	facio
duco	iudico
saxum	petra
saxum	rupes
saxum	scopulus
civilis	civicus
civilis	humanus
civilis	urbanus
pomum	fructus
habeo	obtineo
habeo	possideo
habeo	teneo
habeo	utor
fidus	certus
fidus	fidelis
funus	sepultura
funus	unus
funus	exsequiae
niveus	albus
niveus	canus
niveus	candidus
cibus	esca
cibus	alimentum
manus	palma
manus	palmus
manus	agmen
manus	classis
manus	potentia
manus	facultas
manus	opus
vulgo	effero
vulgo	publico
vulgo	pervulgo
vulgo	edo
vulgo	promulgo
vulgo	diffundo
vulgo	spargo
vulgo	extendo
vulgo	propago
sepelio	humo
sepelio	effero
iam	abhinc
laudo	collaudo
laudo	praedico
laudo	effero
laudo	probo
opus	opera
opus	labor
opus	negotium
os	ossum
facio	conficio
facio	ago
facio	gero
facio	efficio
facio	perficio
facio	operor
manes	umbrae
tempus	aetas
tempus	tempestas
tempus	hora
tempus	occasio
tempus	opportunitas
rumor	clamor
rumor	crepitus
rumor	plausus
rumor	sonitus
rumor	sonus
rumor	strepitus
rumor	murmur
rumor	fama
antrum	caverna
antrum	spelunca
antrum	specus
civitas	cives
ius	mos
ius	iustitia
ius	potestas
ius	lex
ius	norma
ius	fas
gladius	ensis
gladius	mucro
gladius	ferrum
gladius	machaera
clamor	strepitus
clamor	vociferatio
clamor	conclamatio
fama	claritas
fama	nobilitas
fama	notitia
fama	opinio
fama	rumor
fama	nomen
fama	laus
mitto	dimitto
mitto	emitto
mitto	allego
mitto	permitto
mitto	conicio
mitto	eicio
mitto	iacio
mitto	iaculor
nunc	hodie
tamen	attamen
tamen	nihilominus
signum	significatio
signum	nota
signum	nutus
signum	indicium
signum	argumentum
signum	auspicium
vivo	ago
vivo	sum
vivo	supervivo
vivo	supero
vivo	exsupero
vivo	supersum
vivo	exsisto
vivo	duro
vivo	remaneo
vivo	pabulor
vivo	moror
vinco	debello
vinco	devinco
vinco	supero
vinco	profligo
vinco	percello
vinco	frango
vinco	capio
vinco	subigo
vinco	potior
vinco	expugno
rogus	pyra
ingratus	immemor
ingratus	insuavis
serpens	hydra
serpens	anguis
serpens	coluber
serpens	draco
serpens	excetra
morbus	aegritudo
morbus	aegrotatio
morbus	valetudo
morbus	infirmitas
morbus	pestis
vita	aetas
vita	aevum
vita	anima
vita	spiritus
pretium	merces
pretium	taxatio
loco	colloco
loco	pono
loco	sisto
loco	statuo
loco	struo
loco	dispono
mundus	comptus
mundus	concinnus
mundus	politus
mundus	compositus
mundus	ornatus
mundus	nitens
mundus	purgatus
mundus	expolitus
natura	indoles
natura	substantia
natura	ingenium
ipse	idem
superus	caelestis
superus	caeruleus
superus	dius
superus	supernus
superus	superior
superus	caelicola
superus	numen
superus	divinitas
superus	deus
polus	axis
polus	vertex
rex	regnator
rex	dominus
rex	rector
rex	dynastes
mos	consuetudo
mos	ritus
mos	usus
mos	institutum
mos	exercitatio
mos	exemplum
mos	depravatio
mos	natura
mos	animus
mos	iussus
mos	arbitrium
mos	affectus
mos	cupiditas
mos	voluntas
mos	appetitus
mos	libido
mos	norma
mos	ius
mos	fas
mos	formula
